task_id;start;end;in_time;assign_time;complete_time;car_id;is_VIP
333;(16, 4);(9, 5);365;372;387;20;False
328;(7, 6);(10, 2);357;375;388;26;False
332;(8, 5);(3, 1);362;379;389;23;False
336;(4, 12);(1, 3);366;377;391;31;False
338;(12, 9);(16, 8);368;376;391;33;False
323;(4, 8);(16, 2);354;373;392;27;False
345;(2, 5);(4, 10);378;385;394;22;False
353;(3, 9);(4, 6);387;390;394;18;False
341;(16, 13);(7, 11);374;386;397;30;False
349;(4, 3);(10, 11);379;379;397;16;False
339;(16, 1);(4, 7);369;379;398;32;False
337;(7, 10);(13, 2);367;378;400;24;False
347;(10, 10);(16, 3);379;381;402;14;False
335;(16, 10);(15, 1);366;381;403;25;False
357;(7, 4);(9, 9);389;396;403;26;False
344;(16, 6);(15, 13);378;390;404;11;False
346;(8, 9);(1, 6);379;394;404;13;False
359;(1, 2);(14, 1);392;392;406;31;False
355;(4, 4);(15, 5);387;389;408;12;False
364;(11, 9);(13, 6);398;403;408;30;False
351;(6, 9);(11, 1);385;396;409;15;False
358;(5, 9);(7, 6);390;404;409;23;False
348;(11, 5);(3, 13);379;394;410;29;False
350;(13, 11);(3, 5);383;393;411;21;False
343;(7, 3);(12, 13);377;393;412;19;False
363;(4, 2);(16, 2);395;398;412;18;False
340;(16, 12);(1, 12);373;400;417;28;False
362;(3, 9);(1, 11);395;407;417;22;False
356;(15, 9);(8, 1);388;402;419;20;False
366;(7, 7);(16, 7);399;406;422;32;False
360;(8, 13);(5, 1);392;407;423;33;False
367;(14, 5);(4, 8);401;404;423;24;False
342;(1, 4);(13, 10);377;401;425;10;False
372;(16, 6);(10, 10);405;414;427;11;False
378;(10, 8);(4, 6);411;417;427;23;False
365;(5, 5);(10, 4);398;413;428;16;False
368;(10, 3);(1, 8);403;414;428;14;False
352;(1, 10);(13, 12);386;413;429;17;False
370;(7, 11);(16, 4);404;414;430;26;False
371;(8, 9);(12, 1);405;418;430;13;False
354;(4, 11);(2, 1);387;413;431;34;False
375;(14, 13);(4, 12);409;421;432;12;False
374;(9, 1);(13, 4);409;419;434;30;False
379;(10, 6);(7, 2);412;430;437;21;False
361;(1, 13);(9, 5);393;423;439;27;False
383;(10, 7);(13, 8);418;431;439;22;False
376;(15, 13);(6, 9);410;428;442;15;False
377;(5, 13);(13, 2);410;425;444;29;False
393;(13, 12);(7, 7);430;430;446;17;False
369;(3, 1);(7, 12);404;429;448;25;False
392;(11, 9);(16, 12);429;440;448;14;False
385;(4, 3);(8, 1);423;443;449;32;False
386;(7, 3);(16, 7);424;432;449;24;False
382;(13, 3);(6, 1);418;441;450;28;False
384;(12, 13);(15, 9);420;443;450;20;False
387;(3, 5);(11, 13);424;430;450;33;False
373;(9, 13);(15, 1);407;429;451;31;False
380;(6, 13);(1, 3);413;437;452;18;False
381;(1, 2);(1, 7);413;439;453;19;False
401;(13, 11);(9, 9);440;442;454;22;False
404;(11, 5);(13, 4);447;455;458;17;False
390;(11, 1);(10, 11);428;448;459;11;False
389;(3, 9);(16, 2);428;439;460;23;False
400;(7, 8);(1, 8);440;448;460;27;False
403;(10, 2);(13, 10);445;449;461;29;False
391;(10, 3);(1, 12);429;444;463;16;False
410;(7, 6);(7, 7);451;462;463;28;False
388;(1, 6);(1, 4);426;450;464;10;False
396;(4, 7);(16, 13);432;440;464;34;False
398;(14, 1);(4, 12);435;439;464;30;False
397;(16, 4);(10, 4);433;454;466;12;False
399;(2, 9);(10, 12);438;457;470;21;False
402;(10, 7);(4, 6);443;458;470;15;False
395;(7, 10);(13, 6);431;455;472;26;False
406;(3, 13);(7, 4);449;454;473;25;False
413;(5, 1);(13, 7);453;458;473;18;False
405;(16, 10);(8, 9);449;462;478;14;False
414;(15, 5);(12, 1);454;470;479;22;False
411;(9, 5);(12, 5);451;465;480;20;False
394;(2, 13);(16, 8);431;459;481;13;False
424;(1, 2);(4, 12);465;467;482;10;False
407;(4, 4);(4, 10);450;464;483;32;False
409;(11, 13);(7, 2);451;451;483;33;False
417;(8, 13);(11, 1);460;465;483;11;False
422;(1, 12);(7, 3);464;464;483;16;False
412;(12, 9);(3, 1);452;467;485;31;False
408;(7, 11);(16, 6);450;467;486;24;False
431;(5, 1);(1, 4);474;479;486;25;False
429;(7, 7);(8, 5);473;485;488;18;False
427;(2, 9);(3, 5);471;481;489;15;False
421;(15, 9);(10, 2);464;476;490;28;False
415;(16, 12);(7, 12);455;475;491;19;False
418;(5, 13);(4, 8);461;487;493;23;False
426;(13, 4);(1, 8);467;471;493;12;False
419;(10, 11);(9, 1);461;474;494;27;False
423;(12, 13);(1, 7);465;477;494;34;False
428;(10, 6);(14, 5);471;489;494;21;False
430;(10, 3);(14, 9);474;478;494;26;False
420;(11, 5);(3, 9);462;480;496;29;False
425;(10, 8);(1, 1);465;480;496;30;False
439;(4, 12);(10, 10);484;486;496;32;False
434;(13, 2);(10, 4);481;491;500;13;False
435;(7, 6);(4, 3);482;494;500;20;False
416;(1, 11);(11, 9);459;485;501;17;False
433;(13, 7);(16, 2);480;494;506;22;False
436;(16, 13);(13, 11);483;496;507;10;False
442;(12, 9);(8, 1);487;496;508;24;False
444;(15, 1);(16, 6);489;502;508;18;False
437;(4, 2);(16, 8);484;489;509;16;False
438;(10, 7);(6, 5);484;499;509;11;False
449;(7, 8);(4, 4);494;503;513;23;False
441;(4, 11);(4, 10);486;501;514;31;False
443;(1, 3);(7, 10);487;502;515;25;False
459;(10, 3);(9, 5);502;514;517;13;False
457;(6, 1);(4, 8);501;505;518;20;False
447;(16, 12);(8, 13);492;504;519;19;False
452;(12, 1);(14, 1);495;505;519;21;False
450;(10, 6);(16, 3);495;504;520;27;False
453;(13, 6);(16, 1);495;505;520;26;False
445;(5, 5);(1, 13);490;505;521;15;False
446;(2, 9);(7, 7);491;508;521;28;False
432;(14, 13);(1, 10);479;500;522;14;False
456;(7, 4);(13, 4);497;512;524;29;False
454;(12, 5);(11, 13);497;514;526;30;False
463;(13, 3);(11, 1);509;522;526;18;False
465;(13, 11);(16, 8);510;516;526;16;False
451;(1, 12);(5, 1);495;510;528;34;False
464;(1, 8);(6, 5);510;519;529;11;False
478;(11, 5);(10, 4);525;528;530;29;False
440;(16, 11);(4, 6);484;510;531;33;False
455;(7, 3);(2, 13);497;512;531;32;False
448;(15, 13);(6, 13);494;513;532;12;False
469;(8, 9);(10, 7);518;529;533;31;False
460;(5, 9);(2, 5);507;528;535;22;False
461;(1, 11);(7, 11);508;526;536;10;False
466;(6, 9);(3, 5);514;530;537;23;False
462;(15, 5);(10, 11);509;524;538;24;False
470;(1, 1);(4, 4);519;532;538;20;False
473;(8, 1);(1, 2);521;532;540;27;False
467;(4, 3);(10, 2);515;532;541;25;False
458;(1, 4);(13, 8);501;521;544;17;False
471;(12, 9);(4, 11);520;535;545;21;False
474;(14, 1);(4, 10);521;523;546;26;False
483;(13, 11);(14, 13);530;543;547;11;False
477;(9, 13);(16, 7);523;535;548;14;False
481;(13, 6);(7, 12);527;534;548;16;False
472;(16, 10);(16, 6);520;534;550;13;False
468;(1, 6);(4, 12);516;539;551;19;False
476;(5, 5);(1, 7);522;535;551;15;False
480;(15, 9);(10, 10);527;537;551;30;False
488;(1, 3);(2, 1);534;550;553;31;False
489;(4, 8);(5, 1);536;545;553;22;False
491;(3, 9);(9, 5);538;546;556;23;False
485;(13, 3);(15, 1);532;554;558;12;False
475;(1, 13);(16, 4);522;534;559;28;False
479;(2, 9);(7, 10);527;544;559;18;False
486;(13, 12);(11, 9);532;554;559;32;False
484;(16, 3);(3, 1);531;542;561;29;False
493;(1, 8);(11, 5);539;546;561;20;False
487;(16, 1);(7, 4);533;549;563;33;False
482;(13, 10);(13, 4);529;547;565;34;False
503;(9, 9);(4, 4);552;554;565;30;False
490;(16, 12);(4, 7);537;548;566;10;False
495;(2, 5);(6, 13);542;553;567;25;False
494;(5, 13);(2, 13);541;556;571;27;False
505;(7, 3);(4, 3);552;565;572;15;False
498;(3, 13);(12, 13);547;551;573;26;False
501;(10, 4);(11, 13);549;563;573;14;False
507;(5, 5);(2, 1);554;566;573;22;False
497;(9, 1);(12, 5);546;567;574;21;False
496;(1, 10);(3, 5);545;561;576;17;False
512;(8, 9);(5, 1);560;563;576;32;False
492;(16, 2);(7, 6);539;563;579;24;False
500;(10, 2);(7, 11);549;566;580;16;False
514;(10, 7);(10, 8);562;580;581;29;False
504;(15, 9);(10, 10);552;569;583;19;False
510;(3, 9);(15, 13);560;564;584;18;False
511;(16, 10);(16, 8);560;582;584;25;False
506;(11, 1);(1, 4);554;563;586;31;False
508;(14, 9);(6, 1);557;566;587;23;False
499;(7, 2);(1, 12);548;571;589;11;False
516;(13, 2);(4, 2);566;580;591;28;False
522;(5, 5);(11, 5);574;585;591;22;False
513;(9, 5);(1, 11);562;578;592;20;False
509;(1, 2);(1, 7);559;582;595;12;False
502;(9, 13);(13, 8);551;583;597;13;False
531;(11, 9);(5, 13);584;584;598;29;False
515;(2, 9);(12, 1);564;579;599;33;False
518;(14, 5);(14, 13);567;587;599;10;False
521;(3, 1);(16, 1);573;587;600;15;False
528;(10, 6);(16, 7);580;593;602;24;False
520;(13, 6);(8, 1);572;593;603;27;False
517;(13, 10);(4, 11);566;590;604;34;False
519;(15, 5);(4, 12);568;584;605;30;False
537;(3, 5);(4, 8);592;596;606;28;False
526;(2, 13);(16, 6);577;587;608;17;False
533;(9, 1);(10, 4);585;599;609;25;False
532;(10, 2);(13, 3);585;605;611;18;False
530;(16, 2);(4, 3);582;598;613;19;False
540;(1, 12);(7, 10);596;602;613;12;False
523;(3, 13);(12, 9);574;599;616;26;False
527;(1, 13);(13, 7);577;597;616;32;False
529;(16, 3);(7, 3);581;603;616;16;False
538;(7, 7);(1, 6);592;607;616;22;False
544;(15, 1);(16, 13);600;603;616;33;False
524;(1, 8);(16, 4);574;599;618;14;False
525;(4, 4);(16, 11);575;593;618;21;False
536;(7, 4);(1, 4);590;607;619;11;False
534;(13, 12);(7, 12);587;614;622;31;False
535;(11, 1);(10, 3);588;610;622;23;False
539;(9, 5);(15, 9);593;612;622;20;False
550;(5, 9);(4, 12);607;619;623;28;False
543;(12, 5);(1, 2);600;610;624;10;False
549;(4, 10);(2, 9);606;619;630;30;False
552;(13, 10);(14, 13);610;626;630;25;False
553;(13, 3);(6, 13);612;612;630;18;False
555;(8, 9);(4, 11);614;616;630;12;False
566;(7, 10);(7, 6);623;625;630;31;False
557;(10, 8);(10, 6);617;630;632;22;False
541;(9, 13);(2, 1);598;613;633;13;False
548;(11, 5);(8, 5);605;618;633;34;False
547;(1, 3);(16, 8);604;613;634;27;False
554;(2, 5);(12, 1);614;618;634;19;False
542;(13, 8);(3, 9);599;620;637;29;False
565;(10, 11);(10, 10);623;636;637;20;False
546;(16, 12);(1, 1);603;609;638;24;False
562;(5, 1);(4, 8);619;633;641;14;False
575;(2, 1);(1, 7);634;634;641;13;False
551;(4, 7);(13, 2);609;624;642;17;False
558;(16, 10);(13, 11);617;632;642;16;False
564;(6, 1);(7, 8);623;629;642;23;False
556;(15, 5);(5, 5);617;621;643;32;False
545;(1, 10);(7, 2);601;625;645;15;False
571;(13, 4);(10, 3);631;639;647;31;False
559;(16, 1);(10, 7);617;637;649;33;False
561;(1, 11);(4, 4);619;639;649;21;False
567;(6, 5);(7, 3);624;638;650;28;False
576;(9, 9);(11, 5);634;641;651;34;False
570;(14, 5);(16, 3);631;648;653;30;False
560;(14, 1);(3, 13);617;627;654;26;False
577;(10, 12);(13, 10);635;647;654;27;False
563;(3, 1);(15, 1);620;630;655;11;False
579;(13, 12);(10, 6);638;645;656;20;False
585;(14, 9);(16, 12);643;651;656;23;False
580;(7, 10);(7, 7);638;655;658;29;False
568;(1, 4);(1, 12);625;639;660;10;False
573;(8, 1);(5, 9);631;645;660;12;False
